ICD8_CODE	ICD8_TEXT	ICD10_CODE	MAPPING_SCORE	MAPPING_FLAG	START_DATE	END_DATE
08909	Bartonellosis                                                	A449	1		19710401	19931231
08999	Morbus Alius Per Arthropodum (Alibi Non Classificabilis)     	B899	5	E	19710401	19931231
09009	Syphilis Congenita Recens, Symptomatica                      	A500	2		19710401	19931231
09019	Syphilis Congenita Recens, Latens                            	A501	2		19710401	19931231
09029	Syphilis Congenita Recens Non Specificata                    	A502	2		19710401	19931231
09039	Keratitis Interstitialis (Syphilitica)                       	A503	3		19870101	19931231
09039	Keratitis Interstitialis Syphilitica                         	A503	3		19710401	19861231
09049	Neurosyphilis Juvenilis                                      	A504	3		19710401	19931231
09059	Syphilis Congenita Tarda, Symptomatica,Alia                  	A505	2	G	19710401	19931231
09069	Syphilis Congenita Tarda, Latens                             	A506	2		19710401	19931231
09079	Syphilis Congenita Tarda Non Specificata                     	A507	2		19710401	19931231
09099	Syphilis Congenita Non Specificata                           	A509	1		19710401	19931231
09109	Infectio Primaria Syphilitica Genitalis                      	A510	1		19710401	19931231
09119	Infectio Primaria Syphilitica Extra Genitalis                	A51	2	A	19710401	19931231
09129	Syphilis Secundaria Cutanea Et Mucosa                        	A513	2	D	19710401	19931231
09139	Syphilis Secund.Recens. Recidiv.Post S.Sine Therapiam        	A51	2	A	19710401	19931231
09189	Syphilis Recens Symptomatica Alia                            	A51	2	A/D	19710401	19931231
09199	Syphilis Recens Symptomatica Non Specificata                 	A519	2		19710401	19931231
09209	Syphilis Recens,Latens, Recidiv.Serolog.Post Therapiam       	A515	2		19710401	19931231
09299	Syphilis Recens,Latens,Non Specificata                       	A515	1		19710401	19931231
09309	Aneurysma Syphiliticum Aortae                                	A520	2	E	19710401	19931231
09390	Aortitis Syphilitica                                         	A520	2	E	19710401	19931231
09391	Arteritis Sive Phlebitis Syphilitica                         	A520	2	E	19710401	19931231
09392	Myocarditis(Gummosa) Syphilitica                             	A520	2	E	19710401	19931231
09393	Insufficientia Aortae Syphilitica                            	A520	2	E	19710401	19931231
09399	Syphilis Cardiovascularis Alia                               	A520	2	E	19710401	19931231
09400	Atrophia Tabica Nervi Optici                                 	A521	2	E	19710401	19931231
09401	Arthropathia Tabica                                          	A521	2	E	19710401	19931231
09408	Tabes Dorsalis Alia Definita                                 	A521D	2	E	19710401	19931231
09409	Tabes Dorsalis                                               	A521D	1		19710401	19931231
09419	Dementia Paralytica                                          	A521	2	E	19710401	19931231
09490	Meningoencephalitis Syphilitica                              	A521	2	E	19710401	19931231
09491	Syphilis Cerebrospinalis Sine Symptomatibus Neurologicis     	A522	2		19750401	19931231
09492	Aneurysma Syphiliticum Cerebri Ruptum                        	A520	2	E	19750401	19931231
09492	Syphilis Cerebrospinalis Sine Symptomatibus Neurologicis     	A522	2		19710401	19750331
09493	Aneurysma Syphiliticum Cerebri Ruptum                        	A520	2	E	19710401	19750331
09499	Syphilis Cerebrospinalis Alia                                	A521	2		19710401	19931231
09500	Syphilis Tertiaria Cutis,Gumma Syphiliticum Cutis            	A527	2		19710401	19931231
09509	Syphilis Tarda,Tertiaria Sive Gumma(Cum Symptomatibus)Alia   	A527C	2		19710401	19931231
09699	Syphilis Tarda,Latens                                        	A528	1		19710401	19931231
09709	Syphilis Tarda Non Specificata                               	A529	1		19710401	19931231
09719	Syphilis Latens Non Specificata                              	A530	1		19710401	19931231
09799	Syphilis Non Specificata                                     	A539	2	D	19710401	19931231
09800	Urethritis(Acuta)Gonococcica                                 	A540D	2	G	19710401	19931231
09801	Cervicitis(Acuta)Gonococcica                                 	A540A	2	G	19710401	19931231
09802	Salpingo-Oophoritis Acuta Gonococcica                        	A542	3		19710401	19931231
09803	Bartholinitis(Acuta) Gonococcica                             	A541B	2		19710401	19931231
09804	Epididymitis(Acuta)Gonococcica                               	A542	2		19710401	19931231
09805	Prostatitis(Acuta)Gonococcica                                	A542	2		19710401	19931231
09808	Infect.Gonococcica Urogenital. (Acuta)Alia Definita          	A54	2	A	19710401	19931231
09809	Infectio Urogenitalis Acuta Gonococcica                      	A542	2	G	19710401	19931231
09810	Urethritis Chronica Gonococcica                              	A540D	2	G	19710401	19931231
09811	Cervicitis Chronica Gonococcica                              	A540A	2	G	19710401	19931231
09812	Salphingo-Oophoritis Chronica S.Non Specificata Gonococcica  	A542	3		19710401	19861231
09812	Salpingo-Oophoritis Gonococcica Chronica S.Non Specific.     	A542	3		19870101	19931231
09813	Bartholinitis Chronica Gonococcica                           	A541B	2		19710401	19931231
09814	Epididymitis Chronica Gonococcica                            	A542	3		19710401	19931231
09815	Prostatitis Chronica Gonococcica                             	A542	3		19710401	19931231
09816	Strictura Urethrae Gonococcica                               	N351	2	C	19710401	19931231
09818	Infect.Gonococcica Urogenital. Chronica Alia Definita        	A54	2	A	19710401	19931231
09819	Infectio Urogenitalis Chronica Gonococcica                   	A542	2	G	19710401	19931231
09820	Conjunctivitis Gonococcica                                   	A543	2	E	19710401	19931231
09821	Iridocyclitis Gonococcica                                    	A543	2	E	19710401	19931231
09828	Infectio Gonococcica Oculi Alia Definita                     	A543	2	E	19710401	19931231
09829	Infectio Gonococcica Oculi                                   	A543	2		19710401	19931231
09830	Infectio Gonococcica Genus                                   	A544	2	E	19710401	19931231
09838	Infectio Gonococcica Articuli Alia Definita                  	A544	2		19710401	19931231
09839	Infectio Gonococcica Articuli                                	A544	2		19710401	19931231
09880	Proctitis Gonococcica                                        	A546	2		19710401	19931231
09889	Infectio Gonococcica,Loco Alio Specificato                   	A54	2		19710401	19931231
09899	Gonorrhoea(Loco Non Indicato)                                	A549	1		19710401	19931231
09909	Ulcus Molle                                                  	A579	1		19710401	19931231
09919	Lymphogranuloma Inguinale                                    	A559	2	B	19710401	19931231
09929	Granuloma Inguinale Venereum                                 	A589	2	B	19710401	19931231
09990	Condyloma Acuminatum                                         	A630	2	B	19710401	19931231
09991	Balanitis Venerea                                            	N481A	2		19710401	19931231
09992	Urethritis Venerea                                           	N342G	3		19710401	19931231
09993	Vaginitis Venerea                                            	N760C	2		19710401	19931231
09999	Morbus Venereus Alius Et Non Specificatus                    	A649	2	G	19710401	19931231
10009	Leptospirosis Icterohaemorrhagica(Weil)                      	A270	1	B	19710401	19931231
10080	Leptospirosis Sejrø,Saxkøbing                              	A278	2		19710401	19931231
10089	Leptospirosis Alia                                           	A278	2		19710401	19931231
10099	Leptospirosis                                                	A279	1		19710401	19931231
10199	Infectio Per Bacillum Vincent                                	A691	3	F	19710401	19931231
10209	Infectio Primaria Framboesiae                                	A660	2		19710401	19931231
10219	Framboesia Cum Papillomatibus                                	A661	1		19710401	19931231
10229	Infect.Per Treponema Pertenue C.Laesione Recente Cutanea Al. 	A662	1		19710401	19931231
10239	Infectio Per Treponema Pertenue Cum Hyperkeratosi            	A663	1	B	19710401	19931231
10249	Infectio Per Treponema Pertenue Cum Gummatibus               	A664	2		19710401	19931231
10259	Infectio Per Treponema Pertenue Gangosa                      	A665	1		19710401	19931231
10269	Infect.Per Treponema Pertenue Cum Laesio.Ossium Et Articul.  	A666	1	B	19710401	19931231
10279	Infect.Per Treponema Pertenue Cum Manifestationibus Alterius 	A667	2	G	19710401	19931231
10289	Infectio Per Treponema Pertenue,Latens                       	A668	2		19710401	19931231
10299	Infectio Per Treponema Pertenue Non Specificata              	A669	1		19710401	19931231
10309	Infectio Primaria Per Treponema Carateum                     	A670	1		19710401	19931231
10319	Infectio Intermedia Per Treponema Carateum                   	A671	2		19710401	19931231
10329	Infectio Tarda Per Treponema Carateum                        	A672	2		19710401	19931231
10339	Infectio Mixta Per Treponema Carateum                        	A673	1		19710401	19931231
10399	Infectio Per Treponema Carateum                              	A679	1		19710401	19931231
10409	Syphilis Endemica Non Venerea                                	A659	1		19710401	19931231
10499	Infectio Spirochaetalis Alia                                 	A699	2	C	19710401	19931231
11000	Epidermophytia                                               	B35	2	A	19710401	19931231
11001	Favus                                                        	B358B	1		19710401	19931231
11002	Microsporia                                                  	B35	2	A	19710401	19931231
11003	Trichophytia Rubra                                           	B35	2	A	19710401	19931231
11004	Trichophytia Verrucosa                                       	B35	2	A	19710401	19931231
11005	Trichophytia Alia                                            	B35	2	A	19710401	19931231
