"Order","Category","Code","Disease"
"473","Malignant neoplasm of buccal cavity and pharynx","142.9","Unspecified salivary gland"
"474","Malignant neoplasm of buccal cavity and pharynx","143","Malignant neoplasm of gum"
"475","Malignant neoplasm of buccal cavity and pharynx","143.0","Upper gum"
"476","Malignant neoplasm of buccal cavity and pharynx","143.1","Lower gum"
"477","Malignant neoplasm of buccal cavity and pharynx","143.9","Gum unspecified"
"478","Malignant neoplasm of buccal cavity and pharynx","144","Malignant neoplasm of floor of mouth"
"479","Malignant neoplasm of buccal cavity and pharynx","145","Malignant neoplasm of other and unspecified parts of mouth"
"480","Malignant neoplasm of buccal cavity and pharynx","145.0","Buccal mucosa"
"481","Malignant neoplasm of buccal cavity and pharynx","145.1","Palate(hard)(soft)"
"482","Malignant neoplasm of buccal cavity and pharynx","145.8","Other specified parts"
"483","Malignant neoplasm of buccal cavity and pharynx","145.9","Part unspecified"
"484","Malignant neoplasm of buccal cavity and pharynx","146","Malignant neoplasm of oropharynx"
"485","Malignant neoplasm of buccal cavity and pharynx","146.0","Tonsils"
"486","Malignant neoplasm of buccal cavity and pharynx","146.8","Other specified parts"
"487","Malignant neoplasm of buccal cavity and pharynx","146.9","Part unspecified"
"488","Malignant neoplasm of buccal cavity and pharynx","147","Malignant neoplasm of nasopharynx"
"489","Malignant neoplasm of buccal cavity and pharynx","148","Malignant neoplasm of hypopharynx"
"490","Malignant neoplasm of buccal cavity and pharynx","148.0","Postcricoid region"
"491","Malignant neoplasm of buccal cavity and pharynx","148.1","Pyriform fossa"
"492","Malignant neoplasm of buccal cavity and pharynx","148.8","Other specified parts"
"493","Malignant neoplasm of buccal cavity and pharynx","148.9","Part unspecified"
"494","Malignant neoplasm of buccal cavity and pharynx","149","Malignant neoplasm of pharynx, unspecified"
"495","Malignant neoplasm of digestive organs and peritoneum","150","Malignant neoplasm of oesophagus"
"496","Malignant neoplasm of digestive organs and peritoneum","151","Malignant neoplasm of stomach"
"497","Malignant neoplasm of digestive organs and peritoneum","151.0","Cardia"
"498","Malignant neoplasm of digestive organs and peritoneum","151.1","Pylorus"
"499","Malignant neoplasm of digestive organs and peritoneum","151.8","Other specified parts"
"500","Malignant neoplasm of digestive organs and peritoneum","151.9","Part unspecified"
"501","Malignant neoplasm of digestive organs and peritoneum","152","Malignant neoplasm of small intestine, including duodenum"
"502","Malignant neoplasm of digestive organs and peritoneum","152.0","Duodenum"
"503","Malignant neoplasm of digestive organs and peritoneum","152.1","Jejunum"
"504","Malignant neoplasm of digestive organs and peritoneum","152.2","Ileum"
"505","Malignant neoplasm of digestive organs and peritoneum","152.8","Other specified parts"
"506","Malignant neoplasm of digestive organs and peritoneum","152.9","Part unspecified"
"507","Malignant neoplasm of digestive organs and peritoneum","153","Malignant neoplasm of large intestine, except rectum"
"508","Malignant neoplasm of digestive organs and peritoneum","153.0","Caecum, appendix and ascending colon"
"509","Malignant neoplasm of digestive organs and peritoneum","153.1","Transverse colon, including hepatic and splenic flexures"
"510","Malignant neoplasm of digestive organs and peritoneum","153.2","Descending colon"
"511","Malignant neoplasm of digestive organs and peritoneum","153.3","Sigmoid colon"
"512","Malignant neoplasm of digestive organs and peritoneum","153.8","Large intestine (including colon), part unspecified"
"513","Malignant neoplasm of digestive organs and peritoneum","153.9","Intestinal tract, part unspecified"
"514","Malignant neoplasm of digestive organs and peritoneum","154","Malignant neoplasm of rectum and rectosigmoid junction"
"515","Malignant neoplasm of digestive organs and peritoneum","154.0","Rectosigmoid junction"
"516","Malignant neoplasm of digestive organs and peritoneum","154.1","Rectum"
"517","Malignant neoplasm of digestive organs and peritoneum","154.2","Anal canal"
"518","Malignant neoplasm of digestive organs and peritoneum","155","Malignant neoplasm of liver and intrahepatic bile ducts, specified as primary"
"519","Malignant neoplasm of digestive organs and peritoneum","155.0","Liver"
"520","Malignant neoplasm of digestive organs and peritoneum","155.1","Intrahepatic bile ducts"
"521","Malignant neoplasm of digestive organs and peritoneum","156","Malignant neoplasm of gallbladder and bile ducts"
"522","Malignant neoplasm of digestive organs and peritoneum","156.0","Gallbladder"
"523","Malignant neoplasm of digestive organs and peritoneum","156.1","Extraheptic bile ducts"
"524","Malignant neoplasm of digestive organs and peritoneum","156.2","Ampulla of Vater"
"525","Malignant neoplasm of digestive organs and peritoneum","156.9","Biliary tract, unspecified"
"526","Malignant neoplasm of digestive organs and peritoneum","157","Malignant neoplasm of pancreas"
"527","Malignant neoplasm of digestive organs and peritoneum","157.0","Head"
"528","Malignant neoplasm of digestive organs and peritoneum","157.8","Other specified parts"
"529","Malignant neoplasm of digestive organs and peritoneum","157.9","Unspecified"
"530","Malignant neoplasm of digestive organs and peritoneum","158","Malignant neoplasm of peritoneum and retroperitoneal tissue"
"531","Malignant neoplasm of digestive organs and peritoneum","158.0","Retroperitoneal tissue"
"532","Malignant neoplasm of digestive organs and peritoneum","158.9","Other parts"
"533","Malignant neoplasm of digestive organs and peritoneum","159","Malignant neoplasm of unspecified digestive organs"
"534","Malignant neoplasm of respiratory system","160","Malignant neoplasm of nose, naval cavities, middle ear and accessory sinuses"
"535","Malignant neoplasm of respiratory system","160.0","Nose (internal) and nasal cavities"
"536","Malignant neoplasm of respiratory system","160.1","Eustachian tube and middle ear"
"537","Malignant neoplasm of respiratory system","160.2","Maxiliary sinus"
"538","Malignant neoplasm of respiratory system","160.8","Other sinus"
"539","Malignant neoplasm of respiratory system","160.9","Unspecified sinus"
"540","Malignant neoplasm of respiratory system","161","Malignant neoplasm of larynx"
"541","Malignant neoplasm of respiratory system","161.0","Glottis, true vocal cord"
"542","Malignant neoplasm of respiratory system","161.8","Other specified parts"
"543","Malignant neoplasm of respiratory system","161.9","Part unspecified"
"544","Malignant neoplasm of respiratory system","162","Malignant neoplasm of trachea, bronchus and lung"
"545","Malignant neoplasm of respiratory system","162.0","Trachea"
"546","Malignant neoplasm of respiratory system","162.1","Bronchus and lung"
"547","Malignant neoplasm of respiratory system","163","Malignant neoplasm of other and unspecified respiratory organs"
"548","Malignant neoplasm of respiratory system","163.0","Pleura"
"549","Malignant neoplasm of respiratory system","163.1","Mediastinum"
"550","Malignant neoplasm of respiratory system","163.9","Site unspecified"
"551","Malignant neoplasm of bone, connective tissue, skin and breast","170","Malignant neoplasm of bone"
"552","Malignant neoplasm of bone, connective tissue, skin and breast","170.0","Bones of skull and face"
"553","Malignant neoplasm of bone, connective tissue, skin and breast","170.1","Lower jaw bone"
"554","Malignant neoplasm of bone, connective tissue, skin and breast","170.2","Vertebral column (excluding sacrum and coccyx)"
"555","Malignant neoplasm of bone, connective tissue, skin and breast","170.3","Ribs, sternum and clavicle"
"556","Malignant neoplasm of bone, connective tissue, skin and breast","170.4","Long bones of upper limb and scapula"
"557","Malignant neoplasm of bone, connective tissue, skin and breast","170.5","Upper limb, short bones"
"558","Malignant neoplasm of bone, connective tissue, skin and breast","170.6","Pelvic bones, sacrum, coccyx"
"559","Malignant neoplasm of bone, connective tissue, skin and breast","170.7","Lower limb, long bones"
"560","Malignant neoplasm of bone, connective tissue, skin and breast","170.8","Lower limb, short bones"
"561","Malignant neoplasm of bone, connective tissue, skin and breast","170.9","Site unspecified"
"562","Malignant neoplasm of bone, connective tissue, skin and breast","171","Malignant neoplasm of connective and other soft tissue"
"563","Malignant neoplasm of bone, connective tissue, skin and breast","171.0","Head, face and neck"
"564","Malignant neoplasm of bone, connective tissue, skin and breast","171.1","Trunk"
"565","Malignant neoplasm of bone, connective tissue, skin and breast","171.2","Upper limb (including shoulder)"
"566","Malignant neoplasm of bone, connective tissue, skin and breast","171.3","Lower limb (including hip)"
"567","Malignant neoplasm of bone, connective tissue, skin and breast","171.9","Site unspecified"
"568","Malignant neoplasm of bone, connective tissue, skin and breast","172","Malignant melanoma of skin"
"569","Malignant neoplasm of bone, connective tissue, skin and breast","172.0","Lips"
"570","Malignant neoplasm of bone, connective tissue, skin and breast","172.1","Eyelids, including canthi"
"571","Malignant neoplasm of bone, connective tissue, skin and breast","172.2","Ear and external auricular canal"
"572","Malignant neoplasm of bone, connective tissue, skin and breast","172.3","Other and unspecified parts of face"
"573","Malignant neoplasm of bone, connective tissue, skin and breast","172.4","Scalp and neck"
"574","Malignant neoplasm of bone, connective tissue, skin and breast","172.5","Scrotum"
"575","Malignant neoplasm of bone, connective tissue, skin and breast","172.6","Trunk, except scrotum"
"576","Malignant neoplasm of bone, connective tissue, skin and breast","172.7","Upper limb"
"577","Malignant neoplasm of bone, connective tissue, skin and breast","172.8","Lower limb"
"578","Malignant neoplasm of bone, connective tissue, skin and breast","172.9","Site unspecified"
"579","Malignant neoplasm of bone, connective tissue, skin and breast","173","Other malignant neoplasm of skin"
"580","Malignant neoplasm of bone, connective tissue, skin and breast","173.0","Lips"
"581","Malignant neoplasm of bone, connective tissue, skin and breast","173.1","Eyelids, including canthi"
"582","Malignant neoplasm of bone, connective tissue, skin and breast","173.2","Ear and external auricular canal"
"583","Malignant neoplasm of bone, connective tissue, skin and breast","173.3","Other and unspecified part of face"
"584","Malignant neoplasm of bone, connective tissue, skin and breast","173.4","Scalp and neck"
"585","Malignant neoplasm of bone, connective tissue, skin and breast","173.5","Scrotum"
"586","Malignant neoplasm of bone, connective tissue, skin and breast","173.6","Trunk, except scrotum"
"587","Malignant neoplasm of bone, connective tissue, skin and breast","173.7","Upper limb"
"588","Malignant neoplasm of bone, connective tissue, skin and breast","173.8","Lower limb"
"589","Malignant neoplasm of bone, connective tissue, skin and breast","173.9","Site unspecified"
"590","Malignant neoplasm of bone, connective tissue, skin and breast","174","Malignant neoplasm of breast"
"591","Malignant neoplasm of genito-urinary organs","180","Malignant neoplasm of cervix uteri"
"592","Malignant neoplasm of genito-urinary organs","181","Chorionepithelioma"
"593","Malignant neoplasm of genito-urinary organs","182","Other malignant neoplasm of uterus"
"594","Malignant neoplasm of genito-urinary organs","182.0","Corpus uteri"
"595","Malignant neoplasm of genito-urinary organs","182.9","Uterus, unspecified"
"596","Malignant neoplasm of genito-urinary organs","183","Malignant neoplasm of ovary, Fallopian tube and broad ligament"
"597","Malignant neoplasm of genito-urinary organs","183","Ovary"
"598","Malignant neoplasm of genito-urinary organs","183.1","Fallopian tube and broad ligament"
"599","Malignant neoplasm of genito-urinary organs","183.9","Part unspecified"
"600","Malignant neoplasm of genito-urinary organs","184","Malignant neoplasm of other and unspecified female genital organs"
"601","Malignant neoplasm of genito-urinary organs","184","Vagina"
"602","Malignant neoplasm of genito-urinary organs","184.1","Vulva"
"603","Malignant neoplasm of genito-urinary organs","184.8","Other specified sites"
"604","Malignant neoplasm of genito-urinary organs","184.9","Site unspecified"
"605","Malignant neoplasm of genito-urinary organs","185","Malignant neoplasm of prostate"
"606","Malignant neoplasm of genito-urinary organs","186","Malignant neoplasm of testis"
"607","Malignant neoplasm of genito-urinary organs","187","Malignant neoplasm of other and unspecified male genital organs"
"608","Malignant neoplasm of genito-urinary organs","187","Penis"
"609","Malignant neoplasm of genito-urinary organs","187.8","Other specified sites"
"610","Malignant neoplasm of genito-urinary organs","187.9","Site unspecified"
